,sircat_id,sc_insitu,sir_start_time,hss_start_time,sir_end_time,hss_end_time,hss_vtmax_time,sc_heliodistance,sc_long_heeq,sc_lat_heeq,hss_vtmax,hss_vtmean,hss_vtstd,hss_btmax,hss_btmean,hss_btstd,hss_bzmin,hss_bzmean,hss_bzstd,hss_duration,sir_vtmax,sir_vtmean,sir_vtstd,sir_btmax,sir_btmean,sir_btstd,sir_bzmin,sir_bzmean,sir_bzstd,sir_duration
590,SIR_STEREO_B_JIAN_20100320_01,STEREO-B,2010-03-19T05:25Z,2010-03-20T01:55Z,2010-03-20T10:51Z,,,1.0012,-71.7,-3.62,,,,,,,,,,,449.6,348.7,50.4,15.4,9.1,2.7,-13.4,-0.3,4.4,8.93
591,SIR_STEREO_B_JIAN_20100401_01,STEREO-B,2010-03-28T04:40Z,2010-04-01T23:17Z,2010-04-02T16:00Z,,,0.9998,-71.62,-4.95,,,,,,,,,,,626.5,461.2,62.0,11.1,5.7,1.5,-8.0,-0.1,2.5,16.72
592,SIR_STEREO_B_JIAN_20100408_01,STEREO-B,2010-04-08T03:00Z,2010-04-08T16:28Z,2010-04-09T12:00Z,,,0.9998,-71.5,-5.55,,,,,,,,,,,498.7,369.4,58.3,9.0,5.8,1.5,-7.2,-1.0,2.6,19.53
593,SIR_STEREO_B_JIAN_20100421_01,STEREO-B,2010-04-20T22:00Z,2010-04-21T10:03Z,2010-04-21T17:00Z,,,1.0015,-71.16,-6.46,,,,,,,,,,,529.7,376.8,56.7,8.4,4.9,1.5,-7.4,-1.4,2.4,6.95
594,SIR_STEREO_B_JIAN_20100427_01,STEREO-B,2010-04-27T12:00Z,2010-04-27T19:40Z,2010-04-28T06:00Z,,,1.003,-70.95,-6.8,,,,,,,,,,,676.9,465.4,112.7,22.4,11.5,4.3,-15.2,1.5,5.6,10.33
595,SIR_STEREO_B_JIAN_20100506_01,STEREO-B,2010-05-05T17:00Z,2010-05-06T02:32Z,2010-05-07T05:00Z,,,1.0057,-70.64,-7.12,,,,,,,,,,,612.5,442.4,79.4,14.6,7.5,2.4,-7.7,-0.0,4.6,26.47
596,SIR_STEREO_B_JIAN_20100515_01,STEREO-B,2010-05-15T01:19Z,2010-05-15T03:55Z,2010-05-15T22:49Z,,,1.0094,-70.31,-7.29,,,,,,,,,,,673.8,516.1,116.2,18.1,7.8,3.1,-14.8,-0.7,4.0,18.9
597,SIR_STEREO_B_JIAN_20100521_01,STEREO-B,2010-05-20T08:15Z,2010-05-21T02:50Z,2010-05-22T00:00Z,,,1.0122,-70.1,-7.3,,,,,,,,,,,465.8,376.0,50.5,9.4,4.6,1.9,-7.3,0.2,2.3,21.17
598,SIR_STEREO_B_JIAN_20100527_01,STEREO-B,2010-05-24T02:00Z,2010-05-27T06:00Z,2010-05-27T06:00Z,,,1.0155,-69.91,-7.24,,,,,,,,,,,754.3,562.8,143.6,5.9,4.6,0.7,-3.7,0.2,1.8,0.0
599,SIR_STEREO_B_JIAN_20100602_01,STEREO-B,2010-06-02T04:00Z,2010-06-02T14:08Z,2010-06-02T20:47Z,,,1.0192,-69.73,-7.09,,,,,,,,,,,533.7,397.3,61.1,12.2,6.2,3.0,-9.2,-0.6,3.9,6.65
600,SIR_STEREO_B_JIAN_20100611_01,STEREO-B,2010-06-11T04:42Z,2010-06-11T23:34Z,2010-06-12T04:59Z,,,1.025,-69.54,-6.72,,,,,,,,,,,625.7,454.1,65.2,13.6,9.6,2.1,-11.5,-1.0,4.8,5.42
601,SIR_STEREO_B_JIAN_20100621_01,STEREO-B,2010-06-21T09:50Z,2010-06-21T15:26Z,2010-06-22T05:42Z,,,1.0314,-69.47,-6.18,,,,,,,,,,,483.8,377.5,50.4,15.4,10.5,2.7,-11.1,1.4,6.1,14.27
602,SIR_STEREO_B_JIAN_20100625_01,STEREO-B,2010-06-25T13:00Z,2010-06-25T23:46Z,2010-06-26T18:00Z,,,1.0344,-69.48,-5.88,,,,,,,,,,,596.8,469.8,64.5,8.7,6.0,1.4,-5.4,-0.4,2.8,18.23
603,SIR_STEREO_B_JIAN_20100709_01,STEREO-B,2010-07-08T16:42Z,2010-07-09T05:42Z,2010-07-09T11:04Z,,,1.0436,-69.69,-4.82,,,,,,,,,,,610.0,413.4,92.9,23.5,11.6,2.7,-18.4,-1.6,5.3,5.37
604,SIR_STEREO_B_JIAN_20100722_01,STEREO-B,2010-07-20T00:00Z,2010-07-22T22:10Z,2010-07-23T20:00Z,,,1.0531,-70.23,-3.52,,,,,,,,,,,501.8,384.6,43.8,9.2,5.3,1.5,-6.0,-0.1,1.9,21.83
605,SIR_STEREO_B_JIAN_20100811_01,STEREO-B,2010-08-11T09:32Z,2010-08-11T18:15Z,2010-08-12T08:39Z,,,1.0656,-71.6,-1.4,,,,,,,,,,,445.1,357.5,31.2,12.3,7.3,2.0,-9.6,1.4,4.8,14.4
606,SIR_STEREO_B_JIAN_20100819_01,STEREO-B,2010-08-18T19:00Z,2010-08-19T21:43Z,2010-08-20T10:28Z,,,1.0701,-72.34,-0.5,,,,,,,,,,,655.2,422.0,112.6,10.9,6.5,1.6,-8.6,-0.4,3.0,12.75
607,SIR_STEREO_B_JIAN_20100901_01,STEREO-B,2010-09-01T01:00Z,2010-09-01T08:08Z,2010-09-02T00:00Z,,,1.0761,-73.65,0.88,,,,,,,,,,,436.5,354.3,39.0,10.1,5.8,2.1,-6.7,1.7,2.7,15.87
608,SIR_STEREO_B_JIAN_20100912_01,STEREO-B,2010-09-12T05:27Z,2010-09-12T09:48Z,2010-09-13T10:00Z,,,1.0804,-74.98,2.07,,,,,,,,,,,439.1,373.2,31.1,10.2,5.0,1.4,-8.3,-0.6,2.8,24.2
609,SIR_STEREO_B_JIAN_20100916_01,STEREO-B,2010-09-15T22:00Z,2010-09-16T00:21Z,2010-09-17T13:48Z,,,1.0816,-75.43,2.45,,,,,,,,,,,649.3,412.8,81.5,13.0,8.8,1.9,-7.3,0.3,3.8,37.45
610,SIR_STEREO_B_JIAN_20100930_01,STEREO-B,2010-09-29T09:30Z,2010-09-30T10:51Z,2010-10-02T08:10Z,,,1.0849,-77.35,3.86,,,,,,,,,,,442.0,347.8,43.5,8.6,4.6,1.3,-8.3,0.6,2.5,45.32
611,SIR_STEREO_B_JIAN_20101009_01,STEREO-B,2010-10-05T08:00Z,2010-10-09T00:51Z,2010-10-09T16:00Z,,,1.0859,-78.54,4.62,,,,,,,,,,,428.3,343.1,28.8,8.3,4.6,1.3,-6.6,0.4,2.9,15.15
612,SIR_STEREO_B_JIAN_20101013_01,STEREO-B,2010-10-12T22:00Z,2010-10-13T04:47Z,2010-10-14T18:00Z,,,1.0861,-79.13,4.96,,,,,,,,,,,528.7,415.9,38.8,8.8,5.5,1.6,-6.7,0.1,2.6,37.22
613,SIR_STEREO_B_JIAN_20101017_01,STEREO-B,2010-10-17T03:00Z,2010-10-17T10:43Z,2010-10-17T18:55Z,,,1.0862,-79.73,5.29,,,,,,,,,,,705.5,573.8,80.7,14.4,8.9,2.6,-14.3,-0.9,5.3,8.2
614,SIR_STEREO_B_JIAN_20101108_01,STEREO-B,2010-11-07T19:05Z,2010-11-08T02:12Z,2010-11-10T00:28Z,,,1.0835,-82.77,6.62,,,,,,,,,,,602.3,403.0,34.6,17.6,14.4,2.7,-17.1,-5.0,8.7,46.27
615,SIR_STEREO_B_JIAN_20101114_01,STEREO-B,2010-11-14T01:00Z,2010-11-14T11:43Z,2010-11-15T00:00Z,,,1.0818,-83.65,6.88,,,,,,,,,,,558.4,442.0,32.0,8.5,5.2,1.3,-6.0,-0.1,2.9,12.28
616,SIR_STEREO_B_JIAN_20101122_01,STEREO-B,2010-11-22T07:00Z,2010-11-22T18:28Z,2010-11-23T12:00Z,,,1.079,-84.77,7.13,,,,,,,,,,,515.9,410.7,26.5,11.1,6.8,1.7,-8.7,0.5,3.2,17.53
617,SIR_STEREO_B_JIAN_20101204_01,STEREO-B,2010-12-03T06:00Z,2010-12-04T01:57Z,2010-12-06T01:00Z,,,1.0742,-86.24,7.3,,,,,,,,,,,705.2,500.9,104.6,9.9,5.7,1.7,-7.9,-0.8,2.6,47.05
618,SIR_STEREO_B_JIAN_20101213_01,STEREO-B,2010-12-12T10:00Z,2010-12-13T06:26Z,2010-12-13T19:30Z,,,1.0696,-87.39,7.27,,,,,,,,,,,659.8,517.5,62.1,8.7,5.7,1.3,-7.4,-0.0,3.4,13.07
619,SIR_STEREO_B_JIAN_20101229_01,STEREO-B,2010-12-29T11:24Z,2010-12-29T14:04Z,2010-12-31T19:00Z,,,1.06,-89.31,6.87,,,,,,,,,,,730.1,500.4,94.3,12.8,6.8,2.2,-10.0,-1.4,4.4,52.93
620,SIR_STEREO_B_JIAN_20110108_01,STEREO-B,2011-01-06T10:00Z,2011-01-08T09:40Z,2011-01-08T18:00Z,,,1.0536,-90.38,6.4,,,,,,,,,,,590.8,425.1,72.5,8.1,4.8,1.1,-5.5,0.5,2.5,8.33
621,SIR_STEREO_B_JIAN_20110125_01,STEREO-B,2011-01-23T18:00Z,2011-01-25T09:42Z,2011-01-28T02:35Z,,,1.0419,-92.06,5.22,,,,,,,,,,,716.2,461.4,138.2,9.8,5.5,1.6,-8.0,-0.1,2.8,64.88
622,SIR_STEREO_B_JIAN_20110217_01,STEREO-B,2011-02-17T02:00Z,2011-02-17T21:08Z,2011-02-18T23:30Z,,,1.0259,-93.92,2.91,,,,,,,,,,,516.2,390.9,48.0,13.2,7.7,2.5,-11.1,0.6,3.8,26.37
623,SIR_STEREO_B_JIAN_20110221_01,STEREO-B,2011-02-20T18:45Z,2011-02-21T12:38Z,2011-02-22T13:55Z,,,1.0235,-94.15,2.5,,,,,,,,,,,694.9,509.3,103.9,11.9,7.7,2.4,-9.7,0.0,3.2,25.28
624,SIR_STEREO_B_JIAN_20110317_01,STEREO-B,2011-03-16T15:30Z,2011-03-17T08:00Z,2011-03-18T16:00Z,,,1.0102,-95.2,-0.39,,,,,,,,,,,629.1,504.8,68.1,9.4,6.2,1.5,-8.6,0.3,3.5,32.0
625,SIR_STEREO_B_JIAN_20110324_01,STEREO-B,2011-03-23T13:37Z,2011-03-24T04:27Z,2011-03-25T02:30Z,,,1.0072,-95.33,-1.25,,,,,,,,,,,750.7,586.9,80.4,16.6,9.7,3.2,-8.5,2.2,6.5,22.05
626,SIR_STEREO_B_JIAN_20110410_01,STEREO-B,2011-04-09T22:00Z,2011-04-10T21:26Z,2011-04-12T02:00Z,,,1.0017,-95.34,-3.37,,,,,,,,,,,450.0,358.4,43.8,14.0,8.0,2.0,-8.3,0.9,3.9,28.57
627,SIR_STEREO_B_JIAN_20110413_01,STEREO-B,2011-04-13T06:55Z,2011-04-13T22:25Z,2011-04-14T08:00Z,,,1.0011,-95.3,-3.71,,,,,,,,,,,538.6,448.0,34.5,11.2,7.8,1.8,-6.2,0.8,2.7,9.58
628,SIR_STEREO_B_JIAN_20110418_01,STEREO-B,2011-04-17T05:00Z,2011-04-18T02:40Z,2011-04-18T18:00Z,,,1.0004,-95.21,-4.16,,,,,,,,,,,457.3,361.6,34.3,11.1,7.2,2.0,-9.4,-0.0,4.4,15.33
629,SIR_STEREO_B_JIAN_20110423_01,STEREO-B,2011-04-23T12:10Z,2011-04-23T19:30Z,2011-04-24T11:07Z,,,0.9999,-95.05,-4.74,,,,,,,,,,,629.8,472.3,56.0,18.2,12.1,1.7,-12.4,0.9,4.9,15.62
630,SIR_STEREO_B_JIAN_20110504_01,STEREO-B,2011-05-04T00:43Z,2011-05-04T04:58Z,2011-05-06T07:40Z,,,0.9999,-94.68,-5.67,,,,,,,,,,,479.0,410.7,30.6,15.9,8.7,3.2,-15.2,-3.0,6.2,50.7
631,SIR_STEREO_B_JIAN_20110508_01,STEREO-B,2011-05-08T02:00Z,2011-05-08T08:57Z,2011-05-08T20:00Z,,,1.0003,-94.5,-5.99,,,,,,,,,,,686.2,525.6,105.2,13.1,7.5,2.0,-9.4,1.3,4.2,11.05
632,SIR_STEREO_B_JIAN_20110521_01,STEREO-B,2011-05-20T16:55Z,2011-05-21T04:04Z,2011-05-22T08:00Z,,,1.0028,-93.89,-6.77,,,,,,,,,,,805.4,558.5,132.1,18.6,9.8,3.4,-9.7,2.0,4.1,27.93
633,SIR_STEREO_B_JIAN_20110605_01,STEREO-B,2011-06-05T01:20Z,2011-06-05T21:58Z,2011-06-07T18:00Z,,,1.0084,-93.11,-7.26,,,,,,,,,,,634.4,495.8,58.2,11.0,7.1,1.6,-9.4,-0.0,3.6,44.03
634,SIR_STEREO_B_JIAN_20110616_01,STEREO-B,2011-06-16T19:36Z,2011-06-16T22:55Z,2011-06-17T02:12Z,,,1.0137,-92.62,-7.28,,,,,,,,,,,663.0,496.0,101.6,24.8,13.4,5.6,-5.0,7.0,4.7,3.28
635,SIR_STEREO_B_JIAN_20110627_01,STEREO-B,2011-06-26T04:00Z,2011-06-27T03:32Z,2011-06-29T06:00Z,,,1.0195,-92.28,-7.07,,,,,,,,,,,490.1,406.9,44.4,14.3,6.0,2.6,-6.4,1.1,3.7,50.47
636,SIR_STEREO_B_JIAN_20110713_01,STEREO-B,2011-07-12T19:30Z,2011-07-13T15:07Z,2011-07-14T01:00Z,,,1.03,-92.05,-6.31,,,,,,,,,,,737.2,526.8,102.8,13.1,8.4,1.9,-9.5,-0.1,4.1,9.88
637,SIR_STEREO_B_JIAN_20110719_01,STEREO-B,2011-07-19T18:45Z,2011-07-19T22:52Z,2011-07-20T14:00Z,,,1.0343,-92.08,-5.89,,,,,,,,,,,441.5,368.5,37.3,11.8,7.6,1.8,-10.4,0.3,4.9,15.13
638,SIR_STEREO_B_JIAN_20110724_01,STEREO-B,2011-07-23T21:14Z,2011-07-24T14:21Z,2011-07-24T21:18Z,,,1.0375,-92.15,-5.55,,,,,,,,,,,661.7,422.9,108.0,16.6,10.8,3.4,-11.4,0.8,5.6,6.95
639,SIR_STEREO_B_JIAN_20110731_01,STEREO-B,2011-07-30T19:05Z,2011-07-31T05:58Z,2011-07-31T20:32Z,,,1.0422,-92.32,-5.0,,,,,,,,,,,736.4,450.2,138.3,20.1,13.5,2.6,-14.3,-2.7,7.3,14.57
640,SIR_STEREO_B_JIAN_20110809_01,STEREO-B,2011-08-09T01:00Z,2011-08-09T07:38Z,2011-08-09T14:00Z,,,1.0485,-92.7,-4.17,,,,,,,,,,,676.5,412.4,79.5,26.9,13.7,7.3,-21.4,-2.2,9.5,6.37
641,SIR_STEREO_B_JIAN_20110814_01,STEREO-B,2011-08-13T16:00Z,2011-08-14T08:55Z,2011-08-14T22:21Z,,,1.0519,-92.98,-3.68,,,,,,,,,,,560.6,449.9,62.4,9.0,5.3,1.0,-6.8,0.2,3.0,13.43
642,SIR_STEREO_B_JIAN_20110827_01,STEREO-B,2011-08-27T02:03Z,2011-08-27T11:23Z,2011-08-27T21:35Z,,,1.0605,-93.92,-2.31,,,,,,,,,,,602.2,387.5,72.0,18.3,10.9,3.4,-15.1,0.6,6.3,10.2
643,SIR_STEREO_B_JIAN_20110905_01,STEREO-B,2011-09-04T19:00Z,2011-09-05T17:21Z,2011-09-06T05:00Z,,,1.0661,-94.77,-1.3,,,,,,,,,,,541.7,433.2,70.3,11.4,7.3,1.7,-8.5,0.4,3.3,11.65
644,SIR_STEREO_B_JIAN_20110910_01,STEREO-B,2011-09-10T18:00Z,2011-09-10T21:43Z,2011-09-11T09:00Z,,,1.069,-95.31,-0.72,,,,,,,,,,,504.4,415.8,28.8,14.1,9.2,2.3,-7.8,3.3,4.7,11.28
645,SIR_STEREO_B_JIAN_20110922_01,STEREO-B,2011-09-21T01:27Z,2011-09-22T01:41Z,2011-09-22T02:00Z,,,1.0746,-96.58,0.52,,,,,,,,,,,630.5,429.3,40.1,12.6,8.1,1.6,-7.7,-2.8,4.1,0.32
646,SIR_STEREO_B_JIAN_20111014_01,STEREO-B,2011-10-13T10:00Z,2011-10-14T16:52Z,2011-10-15T18:00Z,,,1.0828,-99.56,2.92,,,,,,,,,,,431.1,349.5,29.4,6.8,4.8,0.8,-5.5,0.1,2.4,25.13
647,SIR_STEREO_B_JIAN_20111201_01,STEREO-B,2011-11-30T12:40Z,2011-12-01T18:10Z,2011-12-02T08:00Z,,,1.0835,-106.57,6.6,,,,,,,,,,,586.8,396.3,75.8,11.1,6.5,1.9,-9.6,0.3,3.7,13.83
648,SIR_STEREO_B_JIAN_20111212_01,STEREO-B,2011-12-12T02:00Z,2011-12-12T17:23Z,2011-12-13T04:52Z,,,1.0804,-108.13,7.02,,,,,,,,,,,429.1,339.4,31.3,14.7,10.6,2.2,-10.6,2.4,5.8,11.48
649,SIR_STEREO_B_JIAN_20111227_01,STEREO-B,2011-12-26T23:50Z,2011-12-27T21:38Z,2011-12-30T00:00Z,,,1.0743,-110.23,7.3,,,,,,,,,,,489.5,386.5,36.4,16.6,8.1,3.1,-13.3,-2.4,4.8,50.37
650,SIR_STEREO_B_JIAN_20120108_01,STEREO-B,2012-01-06T12:13Z,2012-01-08T05:04Z,2012-01-08T18:29Z,,,1.0685,-111.71,7.25,,,,,,,,,,,422.0,334.1,37.1,11.8,7.5,2.0,-8.5,1.1,4.1,13.42
651,SIR_STEREO_B_JIAN_20120126_01,STEREO-B,2012-01-24T03:30Z,2012-01-26T06:07Z,2012-01-28T04:00Z,,,1.0577,-113.89,6.71,,,,,,,,,,,566.1,398.8,63.7,9.7,6.4,1.2,-7.5,0.6,3.4,45.88
652,SIR_STEREO_B_JIAN_20120203_01,STEREO-B,2012-02-03T05:46Z,2012-02-03T10:16Z,2012-02-03T15:20Z,,,1.0523,-114.79,6.29,,,,,,,,,,,471.5,417.3,24.7,18.3,11.6,3.2,-14.0,-1.8,7.0,5.07
653,SIR_STEREO_B_JIAN_20120210_01,STEREO-B,2012-02-09T14:15Z,2012-02-10T03:20Z,2012-02-11T12:40Z,,,1.0477,-115.48,5.85,,,,,,,,,,,617.7,425.7,90.3,15.8,8.6,3.4,-12.6,-1.9,3.9,33.33
654,SIR_STEREO_B_JIAN_20120221_01,STEREO-B,2012-02-20T10:27Z,2012-02-21T13:23Z,2012-02-23T03:38Z,,,1.0397,-116.53,4.95,,,,,,,,,,,594.4,395.1,65.7,13.3,7.7,2.5,-9.1,-0.2,2.8,38.25
655,SIR_STEREO_B_JIAN_20120305_01,STEREO-B,2012-03-04T06:00Z,2012-03-05T08:01Z,2012-03-06T20:55Z,,,1.0309,-117.51,3.73,,,,,,,,,,,466.5,368.0,42.0,9.8,5.4,1.6,-6.8,-0.7,2.6,36.9
656,SIR_STEREO_B_JIAN_20120308_01,STEREO-B,2012-03-07T18:14Z,2012-03-08T13:49Z,2012-03-08T17:00Z,,,1.0287,-117.72,3.39,,,,,,,,,,,819.5,515.8,89.4,34.5,15.8,4.9,-16.1,-2.7,8.8,3.18
657,SIR_STEREO_B_JIAN_20120319_01,STEREO-B,2012-03-18T06:00Z,2012-03-19T21:14Z,2012-03-21T12:00Z,,,1.0214,-118.31,2.12,,,,,,,,,,,531.9,413.9,52.3,9.7,6.2,1.9,-6.6,-0.2,2.8,38.77
658,SIR_STEREO_B_JIAN_20120324_01,STEREO-B,2012-03-22T23:00Z,2012-03-24T01:44Z,2012-03-24T06:00Z,,,1.0189,-118.48,1.62,,,,,,,,,,,436.6,359.4,21.1,9.1,6.8,1.2,-7.7,-1.7,2.9,4.27
659,SIR_STEREO_B_JIAN_20120403_01,STEREO-B,2012-04-02T08:00Z,2012-04-03T02:48Z,2012-04-05T10:00Z,,,1.0133,-118.76,0.39,,,,,,,,,,,678.6,518.6,78.0,8.3,5.3,1.2,-7.4,-0.1,2.5,55.2
660,SIR_STEREO_B_JIAN_20120414_01,STEREO-B,2012-04-13T12:00Z,2012-04-14T12:50Z,2012-04-16T10:00Z,,,1.0079,-118.85,-1.04,,,,,,,,,,,776.2,497.5,115.8,19.8,7.4,2.7,-8.3,0.1,3.4,45.17
661,SIR_STEREO_B_JIAN_20120428_01,STEREO-B,2012-04-28T03:30Z,2012-04-28T11:40Z,2012-04-29T04:00Z,,,1.003,-118.67,-2.74,,,,,,,,,,,429.5,347.2,30.9,7.7,5.1,1.5,-6.9,-0.7,3.2,16.33
662,SIR_STEREO_B_JIAN_20120430_01,STEREO-B,2012-04-30T08:00Z,2012-04-30T21:02Z,2012-05-02T06:00Z,,,1.0023,-118.61,-3.02,,,,,,,,,,,546.4,398.1,66.9,15.9,7.4,2.7,-12.8,-1.6,3.6,32.97
663,SIR_STEREO_B_JIAN_20120508_01,STEREO-B,2012-05-07T01:07Z,2012-05-08T17:01Z,2012-05-09T12:00Z,,,1.0008,-118.35,-3.9,,,,,,,,,,,514.7,385.8,39.3,28.0,12.5,6.2,-25.4,1.2,8.2,18.98
664,SIR_STEREO_B_JIAN_20120513_01,STEREO-B,2012-05-12T23:08Z,2012-05-13T03:03Z,2012-05-14T13:40Z,,,1.0002,-118.17,-4.36,,,,,,,,,,,481.7,409.1,32.3,13.7,9.7,2.0,-8.8,0.5,3.8,34.62
665,SIR_STEREO_B_JIAN_20120520_01,STEREO-B,2012-05-18T23:48Z,2012-05-20T13:19Z,2012-05-22T16:35Z,,,0.9997,-117.82,-5.09,,,,,,,,,,,502.9,407.4,33.8,11.8,6.5,1.7,-10.9,-1.1,3.2,51.27
666,SIR_STEREO_B_JIAN_20120525_01,STEREO-B,2012-05-24T14:43Z,2012-05-25T10:39Z,2012-05-26T16:00Z,,,0.9998,-117.57,-5.52,,,,,,,,,,,839.1,567.6,118.8,13.4,7.4,2.6,-9.6,0.5,3.2,29.35
667,SIR_STEREO_B_JIAN_20120608_01,STEREO-B,2012-06-07T21:00Z,2012-06-08T19:36Z,2012-06-09T11:00Z,,,1.0017,-116.75,-6.54,,,,,,,,,,,469.6,379.2,37.2,9.0,5.7,1.4,-6.8,0.1,3.2,15.4
668,SIR_STEREO_B_JIAN_20120615_01,STEREO-B,2012-06-13T22:00Z,2012-06-15T08:38Z,2012-06-15T23:27Z,,,1.0034,-116.37,-6.87,,,,,,,,,,,698.8,494.3,95.5,12.2,7.6,1.8,-9.1,-1.4,3.9,14.82
669,SIR_STEREO_B_JIAN_20120621_01,STEREO-B,2012-06-20T16:00Z,2012-06-21T11:58Z,2012-06-23T04:00Z,,,1.0054,-116.03,-7.09,,,,,,,,,,,765.8,605.2,95.1,12.8,7.4,2.0,-10.4,0.2,3.2,40.03
670,SIR_STEREO_B_JIAN_20120627_01,STEREO-B,2012-06-26T21:51Z,2012-06-27T13:07Z,2012-06-27T19:03Z,,,1.0078,-115.71,-7.24,,,,,,,,,,,688.8,501.3,61.0,12.4,7.9,2.2,-11.3,1.6,4.8,5.93
671,SIR_STEREO_B_JIAN_20120714_01,STEREO-B,2012-07-12T00:00Z,2012-07-14T08:14Z,2012-07-16T10:00Z,,,1.0161,-115.02,-7.22,,,,,,,,,,,786.1,496.3,114.6,11.9,6.2,1.4,-10.4,-0.3,3.1,49.77
672,SIR_STEREO_B_JIAN_20120718_01,STEREO-B,2012-07-18T12:21Z,2012-07-18T22:50Z,2012-07-19T19:27Z,,,1.0187,-114.9,-7.11,,,,,,,,,,,523.3,450.2,26.3,10.4,6.0,1.9,-7.4,2.2,3.6,20.62
673,SIR_STEREO_B_JIAN_20120806_01,STEREO-B,2012-08-04T08:00Z,2012-08-06T03:14Z,2012-08-07T17:30Z,,,1.0303,-114.77,-6.28,,,,,,,,,,,524.1,390.0,44.1,8.6,6.1,1.4,-7.2,0.7,2.7,38.27
674,SIR_STEREO_B_JIAN_20120810_01,STEREO-B,2012-08-10T08:00Z,2012-08-10T17:05Z,2012-08-12T06:00Z,,,1.0335,-114.84,-5.98,,,,,,,,,,,533.7,431.5,37.0,8.1,5.1,1.1,-5.8,0.3,2.6,36.92
675,SIR_STEREO_B_JIAN_20120911_01,STEREO-B,2012-09-11T04:00Z,2012-09-11T21:36Z,2012-09-13T06:00Z,,,1.0556,-116.51,-3.12,,,,,,,,,,,502.9,443.1,26.1,11.8,6.1,1.9,-7.0,0.9,4.0,32.4
676,SIR_STEREO_B_JIAN_20120919_01,STEREO-B,2012-09-19T07:26Z,2012-09-19T19:18Z,2012-09-21T10:00Z,,,1.0607,-117.22,-2.28,,,,,,,,,,,396.8,340.1,19.1,7.9,4.8,1.4,-7.3,0.2,3.0,38.7
677,SIR_STEREO_B_JIAN_20121001_01,STEREO-B,2012-09-30T07:54Z,2012-10-01T05:05Z,2012-10-02T15:25Z,,,1.0675,-118.42,-1.03,,,,,,,,,,,600.1,468.0,46.7,9.8,5.4,1.4,-9.0,0.2,3.2,34.33
678,SIR_STEREO_B_JIAN_20121005_01,STEREO-B,2012-10-04T19:04Z,2012-10-05T16:00Z,2012-10-06T08:00Z,,,1.0699,-118.93,-0.53,,,,,,,,,,,582.1,443.6,64.6,11.0,4.2,2.1,-6.6,-0.4,2.0,16.0
679,SIR_STEREO_B_JIAN_20121009_01,STEREO-B,2012-10-09T00:00Z,2012-10-09T05:52Z,2012-10-10T08:00Z,,,1.0718,-119.37,-0.13,,,,,,,,,,,441.2,401.7,29.9,12.0,6.0,2.9,-9.8,-0.3,3.4,26.13
680,SIR_STEREO_B_JIAN_20121109_01,STEREO-B,2012-11-09T07:30Z,2012-11-09T20:17Z,2012-11-10T07:00Z,,,1.0836,-123.71,3.23,,,,,,,,,,,384.7,317.9,26.0,12.4,6.7,2.5,-11.1,-1.5,4.2,10.72
681,SIR_STEREO_B_JIAN_20121130_01,STEREO-B,2012-11-30T02:00Z,2012-11-30T15:11Z,2012-12-02T08:00Z,,,1.0861,-126.86,5.07,,,,,,,,,,,387.8,338.7,24.4,9.1,5.6,1.2,-6.0,-0.8,2.3,40.82
682,SIR_STEREO_B_JIAN_20121207_01,STEREO-B,2012-12-06T21:00Z,2012-12-07T07:57Z,2012-12-08T02:00Z,,,1.086,-127.89,5.57,,,,,,,,,,,655.4,512.7,80.4,9.4,6.7,1.2,-7.7,-1.3,3.4,18.05
683,SIR_STEREO_B_JIAN_20121226_01,STEREO-B,2012-12-25T21:00Z,2012-12-26T01:22Z,2012-12-26T10:00Z,,,1.0832,-130.75,6.66,,,,,,,,,,,503.7,452.5,36.9,18.4,6.5,3.8,-6.9,0.7,4.4,8.63
684,SIR_STEREO_B_JIAN_20130111_01,STEREO-B,2013-01-10T20:00Z,2013-01-11T05:10Z,2013-01-12T03:20Z,,,1.078,-133.13,7.19,,,,,,,,,,,403.4,323.8,21.8,10.7,8.0,1.5,-7.6,-1.4,3.4,22.17
685,SIR_STEREO_B_JIAN_20130113_01,STEREO-B,2013-01-13T17:02Z,2013-01-13T21:56Z,2013-01-14T01:17Z,,,1.0769,-133.52,7.23,,,,,,,,,,,636.4,578.1,60.8,15.3,9.3,2.6,-7.5,0.5,4.3,3.35
686,SIR_STEREO_B_JIAN_20130124_01,STEREO-B,2013-01-22T22:20Z,2013-01-24T08:11Z,2013-01-25T16:00Z,,,1.0721,-134.97,7.3,,,,,,,,,,,449.5,371.5,49.6,12.3,6.7,2.6,-9.7,1.0,3.8,31.82
687,SIR_STEREO_B_JIAN_20130223_01,STEREO-B,2013-02-22T12:00Z,2013-02-23T22:26Z,2013-02-24T12:09Z,,,1.0539,-138.69,6.43,,,,,,,,,,,511.8,393.2,37.2,10.7,6.5,1.7,-8.5,0.4,3.9,13.72
688,SIR_STEREO_B_JIAN_20130306_01,STEREO-B,2013-03-05T19:57Z,2013-03-06T07:42Z,2013-03-07T06:00Z,,,1.0468,-139.7,5.77,,,,,,,,,,,452.8,344.4,47.1,11.0,7.2,1.9,-8.9,-1.1,4.2,22.3
