,sircat_id,sc_insitu,sir_start_time,hss_start_time,sir_end_time,hss_end_time,hss_vtmax_time,sc_heliodistance,sc_long_heeq,sc_lat_heeq,hss_vtmax,hss_vtmean,hss_vtstd,hss_btmax,hss_btmean,hss_btstd,hss_bzmin,hss_bzmean,hss_bzstd,hss_duration,sir_vtmax,sir_vtmean,sir_vtstd,sir_btmax,sir_btmean,sir_btstd,sir_bzmin,sir_bzmean,sir_bzstd,sir_duration
392,SIR_STEREO_A_JIAN_20160927_01,STEREO-A,2016-09-27T13:59Z,2016-09-27T16:23Z,2016-09-28T09:00Z,,,0.962,-148.5,-4.61,,,,,,,,,,,604.9,469.4,72.3,22.2,11.3,5.0,-21.9,-1.7,8.1,16.62
393,SIR_STEREO_A_JIAN_20161005_01,STEREO-A,2016-10-04T21:00Z,2016-10-05T02:52Z,2016-10-05T21:00Z,,,0.9612,-148.11,-3.79,,,,,,,,,,,754.0,638.3,77.7,12.2,7.4,2.0,-11.1,-0.0,3.5,18.13
394,SIR_STEREO_A_JIAN_20161010_01,STEREO-A,2016-10-09T17:47Z,2016-10-10T18:43Z,2016-10-12T22:00Z,,,0.9606,-147.82,-3.12,,,,,,,,,,,525.0,448.9,28.6,10.9,5.0,1.8,-8.2,-0.6,3.0,51.28
395,SIR_STEREO_A_JIAN_20161015_01,STEREO-A,2016-10-14T09:34Z,2016-10-15T02:25Z,2016-10-15T13:46Z,,,0.9602,-147.61,-2.59,,,,,,,,,,,700.0,465.7,95.4,19.2,10.7,3.1,-11.1,-0.6,6.0,11.35
396,SIR_STEREO_A_JIAN_20161025_01,STEREO-A,2016-10-25T11:00Z,2016-10-25T18:33Z,2016-10-26T03:20Z,,,0.9592,-147.1,-1.21,,,,,,,,,,,455.0,385.0,47.8,14.8,6.0,2.5,-11.5,-1.5,3.4,8.78
397,SIR_STEREO_A_JIAN_20161029_01,STEREO-A,2016-10-29T01:04Z,2016-10-29T15:17Z,2016-10-31T08:28Z,,,0.9589,-146.93,-0.7,,,,,,,,,,,565.2,416.2,32.2,24.6,17.8,3.8,-20.4,3.3,11.9,41.18
398,SIR_STEREO_A_JIAN_20161108_01,STEREO-A,2016-11-07T21:42Z,2016-11-08T06:10Z,2016-11-08T17:00Z,,,0.9581,-146.5,0.6,,,,,,,,,,,468.1,401.7,43.0,15.8,9.1,2.9,-12.6,0.7,5.9,10.83
399,SIR_STEREO_A_JIAN_20161112_01,STEREO-A,2016-11-11T20:00Z,2016-11-12T10:00Z,2016-11-13T17:33Z,,,0.9578,-146.31,1.15,,,,,,,,,,,782.0,549.1,143.7,16.4,8.4,2.7,-14.2,0.5,3.9,31.55
400,SIR_STEREO_A_JIAN_20161123_01,STEREO-A,2016-11-21T16:00Z,2016-11-23T00:31Z,2016-11-24T18:00Z,,,0.9571,-145.84,2.54,,,,,,,,,,,492.4,375.5,42.7,17.3,9.7,4.7,-16.4,-1.8,7.6,41.48
401,SIR_STEREO_A_JIAN_20161127_01,STEREO-A,2016-11-26T20:26Z,2016-11-27T03:25Z,2016-11-27T16:00Z,,,0.9569,-145.65,3.05,,,,,,,,,,,646.5,490.0,93.3,24.1,11.9,4.7,-16.3,0.9,5.6,12.58
402,SIR_STEREO_A_JIAN_20161204_01,STEREO-A,2016-12-03T16:30Z,2016-12-04T07:13Z,2016-12-05T05:34Z,,,0.9566,-145.33,3.9,,,,,,,,,,,692.7,516.8,77.5,12.5,7.3,2.0,-9.1,0.2,4.6,22.35
403,SIR_STEREO_A_JIAN_20161210_01,STEREO-A,2016-12-09T18:00Z,2016-12-10T09:18Z,2016-12-13T08:00Z,,,0.9564,-145.04,4.57,,,,,,,,,,,601.2,458.3,54.2,12.5,6.6,1.9,-6.6,0.5,2.8,70.7
404,SIR_STEREO_A_JIAN_20161220_01,STEREO-A,2016-12-20T03:30Z,2016-12-20T15:23Z,2016-12-22T03:00Z,,,0.9562,-144.56,5.57,,,,,,,,,,,641.1,463.6,71.5,15.0,8.1,3.2,-12.4,-1.4,4.2,35.62
405,SIR_STEREO_A_JIAN_20161226_01,STEREO-A,2016-12-25T23:00Z,2016-12-26T03:39Z,2016-12-26T18:00Z,,,0.9562,-144.3,6.03,,,,,,,,,,,742.7,570.7,84.1,12.3,8.2,1.7,-8.1,1.4,3.5,14.35
406,SIR_STEREO_A_JIAN_20170103_01,STEREO-A,2017-01-01T14:00Z,2017-01-03T14:54Z,2017-01-04T10:00Z,,,0.9563,-143.89,6.61,,,,,,,,,,,720.1,441.9,107.4,18.3,5.9,2.9,-16.3,0.4,3.3,19.1
407,SIR_STEREO_A_JIAN_20170107_01,STEREO-A,2017-01-06T08:00Z,2017-01-07T03:28Z,2017-01-09T04:00Z,,,0.9564,-143.73,6.8,,,,,,,,,,,718.9,540.6,86.9,11.1,6.0,1.9,-8.1,-0.1,3.1,48.53
408,SIR_STEREO_A_JIAN_20170118_01,STEREO-A,2017-01-18T09:16Z,2017-01-18T13:59Z,2017-01-19T05:10Z,,,0.9568,-143.18,7.23,,,,,,,,,,,421.7,375.0,25.1,21.3,12.8,3.7,-18.4,-2.2,7.6,15.18
409,SIR_STEREO_A_JIAN_20170120_01,STEREO-A,2017-01-20T05:30Z,2017-01-20T10:53Z,2017-01-22T03:00Z,,,0.9569,-143.1,7.27,,,,,,,,,,,752.3,579.3,82.8,18.5,8.5,3.1,-14.9,-0.9,4.1,40.12
410,SIR_STEREO_A_JIAN_20170128_01,STEREO-A,2017-01-27T22:00Z,2017-01-28T10:12Z,2017-01-30T04:00Z,,,0.9574,-142.73,7.35,,,,,,,,,,,728.8,571.2,81.2,10.3,5.7,1.4,-7.6,-0.2,2.8,41.8
411,SIR_STEREO_A_JIAN_20170201_01,STEREO-A,2017-01-31T16:17Z,2017-02-01T01:34Z,2017-02-01T14:00Z,,,0.9576,-142.57,7.33,,,,,,,,,,,711.5,552.3,80.4,14.3,7.4,2.4,-10.3,0.3,4.0,12.43
412,SIR_STEREO_A_JIAN_20170204_01,STEREO-A,2017-02-03T02:00Z,2017-02-04T16:04Z,2017-02-05T22:00Z,,,0.9579,-142.41,7.27,,,,,,,,,,,621.8,501.6,48.2,8.6,5.6,1.4,-7.4,0.6,2.5,29.93
413,SIR_STEREO_A_JIAN_20170212_01,STEREO-A,2017-02-11T17:46Z,2017-02-12T03:26Z,2017-02-14T18:00Z,,,0.9585,-142.09,7.06,,,,,,,,,,,538.1,430.5,51.8,18.7,6.9,2.1,-15.4,0.2,3.3,62.57
414,SIR_STEREO_A_JIAN_20170219_01,STEREO-A,2017-02-18T02:00Z,2017-02-19T09:10Z,2017-02-20T12:00Z,,,0.9591,-141.78,6.73,,,,,,,,,,,699.8,478.5,108.5,12.3,6.9,2.1,-9.5,-1.6,3.6,26.83
415,SIR_STEREO_A_JIAN_20170226_01,STEREO-A,2017-02-25T06:40Z,2017-02-26T01:05Z,2017-02-26T18:00Z,,,0.9597,-141.51,6.33,,,,,,,,,,,490.9,403.9,55.7,10.9,5.7,2.0,-9.5,-0.4,4.2,16.92
416,SIR_STEREO_A_JIAN_20170227_01,STEREO-A,2017-02-27T05:30Z,2017-02-27T16:05Z,2017-02-28T19:00Z,,,0.9599,-141.44,6.21,,,,,,,,,,,547.5,465.7,54.2,14.0,6.9,2.0,-11.8,1.1,3.9,26.92
417,SIR_STEREO_A_JIAN_20170302_01,STEREO-A,2017-03-02T08:00Z,2017-03-02T21:09Z,2017-03-04T13:00Z,,,0.9602,-141.31,5.97,,,,,,,,,,,574.1,448.9,43.7,9.5,5.3,1.4,-5.4,0.2,2.3,39.85
418,SIR_STEREO_A_JIAN_20170311_01,STEREO-A,2017-03-10T03:03Z,2017-03-11T21:42Z,2017-03-14T08:00Z,,,0.9611,-140.95,5.18,,,,,,,,,,,603.5,415.8,82.8,10.3,5.9,1.6,-7.9,1.2,2.7,58.3
419,SIR_STEREO_A_JIAN_20170316_01,STEREO-A,2017-03-15T20:00Z,2017-03-16T20:34Z,2017-03-17T10:46Z,,,0.9616,-140.75,4.69,,,,,,,,,,,660.9,500.1,71.7,12.3,7.3,2.2,-8.6,-0.2,2.7,14.2
420,SIR_STEREO_A_JIAN_20170318_01,STEREO-A,2017-03-17T19:00Z,2017-03-18T07:20Z,2017-03-19T00:00Z,,,0.9617,-140.69,4.54,,,,,,,,,,,723.6,583.2,85.9,11.2,6.7,1.8,-7.8,0.7,3.4,16.67
421,SIR_STEREO_A_JIAN_20170331_01,STEREO-A,2017-03-28T08:00Z,2017-03-31T00:47Z,2017-04-02T14:40Z,,,0.963,-140.15,3.1,,,,,,,,,,,492.9,386.1,43.2,8.8,5.2,1.2,-7.9,0.2,2.7,61.88
422,SIR_STEREO_A_JIAN_20170406_01,STEREO-A,2017-04-05T11:43Z,2017-04-06T13:11Z,2017-04-07T09:25Z,,,0.9637,-139.86,2.29,,,,,,,,,,,758.9,496.2,124.8,18.1,8.4,3.1,-16.4,0.9,4.4,20.23
423,SIR_STEREO_A_JIAN_20170413_01,STEREO-A,2017-04-11T20:19Z,2017-04-13T01:52Z,2017-04-13T06:16Z,,,0.9643,-139.55,1.45,,,,,,,,,,,749.9,571.8,79.0,16.0,9.6,2.4,-11.5,0.6,3.9,4.4
424,SIR_STEREO_A_JIAN_20170419_01,STEREO-A,2017-04-19T05:00Z,2017-04-19T12:25Z,2017-04-20T19:10Z,,,0.9649,-139.22,0.6,,,,,,,,,,,636.5,457.0,76.1,14.1,7.6,2.0,-11.3,-1.0,3.4,30.75
425,SIR_STEREO_A_JIAN_20170504_01,STEREO-A,2017-05-04T17:18Z,2017-05-04T23:31Z,2017-05-05T20:00Z,,,0.9661,-138.33,-1.44,,,,,,,,,,,598.4,443.1,69.6,21.1,10.7,3.4,-15.5,-2.0,6.3,20.48
426,SIR_STEREO_A_JIAN_20170509_01,STEREO-A,2017-05-09T10:30Z,2017-05-09T14:45Z,2017-05-10T02:20Z,,,0.9664,-138.03,-2.03,,,,,,,,,,,747.8,593.6,81.0,28.3,13.2,3.9,-20.1,-0.5,6.6,11.58
427,SIR_STEREO_A_JIAN_20170518_01,STEREO-A,2017-05-17T04:18Z,2017-05-18T04:32Z,2017-05-19T10:23Z,,,0.9668,-137.44,-3.09,,,,,,,,,,,481.9,370.1,61.5,14.6,6.8,2.4,-10.6,0.4,4.1,29.85
428,SIR_STEREO_A_JIAN_20170523_01,STEREO-A,2017-05-23T06:30Z,2017-05-23T20:25Z,2017-05-24T13:00Z,,,0.9671,-137.03,-3.76,,,,,,,,,,,461.1,378.7,40.6,14.3,5.7,2.8,-6.1,0.3,2.6,16.58
429,SIR_STEREO_A_JIAN_20170605_01,STEREO-A,2017-06-05T08:00Z,2017-06-05T22:41Z,2017-06-06T15:30Z,,,0.9674,-135.99,-5.13,,,,,,,,,,,735.8,568.2,98.8,16.2,8.2,3.1,-12.5,0.0,4.6,16.82
430,SIR_STEREO_A_JIAN_20170614_01,STEREO-A,2017-06-14T00:00Z,2017-06-14T22:42Z,2017-06-17T20:00Z,,,0.9675,-135.22,-5.91,,,,,,,,,,,478.6,360.8,35.1,12.4,6.8,2.5,-10.2,-0.7,3.3,69.3
431,SIR_STEREO_A_JIAN_20170624_01,STEREO-A,2017-06-23T03:00Z,2017-06-24T04:06Z,2017-06-25T22:00Z,,,0.9674,-134.4,-6.55,,,,,,,,,,,526.9,388.0,51.7,10.8,5.3,1.8,-9.6,-0.7,2.7,41.9
432,SIR_STEREO_A_JIAN_20170701_01,STEREO-A,2017-07-01T00:00Z,2017-07-01T04:16Z,2017-07-02T00:00Z,,,0.9672,-133.76,-6.92,,,,,,,,,,,507.7,457.9,33.6,13.2,6.0,2.6,-9.6,-0.6,3.6,19.73
433,SIR_STEREO_A_JIAN_20170704_01,STEREO-A,2017-07-04T04:00Z,2017-07-04T20:11Z,2017-07-06T04:00Z,,,0.9671,-133.43,-7.07,,,,,,,,,,,580.6,463.7,58.3,15.7,7.8,3.0,-9.7,0.9,3.7,31.82
434,SIR_STEREO_A_JIAN_20170711_01,STEREO-A,2017-07-11T04:00Z,2017-07-11T13:57Z,2017-07-14T04:00Z,,,0.9668,-132.8,-7.26,,,,,,,,,,,512.1,418.2,45.2,12.0,6.1,1.5,-10.9,-0.4,2.8,62.05
435,SIR_STEREO_A_JIAN_20170716_01,STEREO-A,2017-07-16T14:00Z,2017-07-16T20:37Z,2017-07-18T12:00Z,,,0.9665,-132.32,-7.33,,,,,,,,,,,492.7,419.0,40.7,12.5,5.9,2.5,-6.8,1.3,2.5,39.38
436,SIR_STEREO_A_JIAN_20170720_01,STEREO-A,2017-07-19T19:00Z,2017-07-20T12:59Z,2017-07-21T22:00Z,,,0.9663,-131.99,-7.35,,,,,,,,,,,571.9,446.3,56.6,10.2,5.6,1.3,-6.7,-0.0,2.7,33.02
437,SIR_STEREO_A_JIAN_20170808_01,STEREO-A,2017-08-08T12:00Z,2017-08-08T22:19Z,2017-08-09T21:00Z,,,0.9648,-130.31,-6.88,,,,,,,,,,,600.3,499.2,65.9,16.6,8.2,2.6,-12.1,-0.8,4.3,22.68
438,SIR_STEREO_A_JIAN_20170817_01,STEREO-A,2017-08-17T00:00Z,2017-08-17T16:51Z,2017-08-21T14:00Z,,,0.964,-129.61,-6.38,,,,,,,,,,,507.5,404.3,37.1,13.2,6.5,2.4,-9.7,0.4,3.2,93.15
439,SIR_STEREO_A_JIAN_20170823_01,STEREO-A,2017-08-23T01:00Z,2017-08-23T06:43Z,2017-08-25T20:00Z,,,0.9635,-129.19,-5.98,,,,,,,,,,,456.9,391.1,33.7,12.5,6.3,1.8,-11.0,0.8,3.9,61.28
440,SIR_STEREO_A_JIAN_20170829_01,STEREO-A,2017-08-28T20:00Z,2017-08-29T00:29Z,2017-08-30T06:00Z,,,0.9629,-128.78,-5.5,,,,,,,,,,,726.4,512.1,91.1,23.9,11.8,4.3,-18.1,0.3,6.9,29.52
441,SIR_STEREO_A_JIAN_20170904_01,STEREO-A,2017-09-03T21:00Z,2017-09-04T08:58Z,2017-09-06T00:00Z,,,0.9622,-128.35,-4.9,,,,,,,,,,,603.2,436.9,72.8,16.3,7.5,3.2,-11.3,0.3,4.1,39.03
442,SIR_STEREO_A_JIAN_20170914_01,STEREO-A,2017-09-13T16:50Z,2017-09-14T00:29Z,2017-09-14T18:00Z,,,0.9613,-127.73,-3.87,,,,,,,,,,,581.6,468.0,67.0,20.1,7.0,2.8,-20.0,-0.8,3.8,17.52
443,SIR_STEREO_A_JIAN_20170918_01,STEREO-A,2017-09-18T13:17Z,2017-09-18T20:10Z,2017-09-19T00:00Z,,,0.9608,-127.45,-3.31,,,,,,,,,,,625.8,507.2,53.2,19.9,11.7,2.5,-15.3,0.2,6.7,3.83
444,SIR_STEREO_A_JIAN_20170928_01,STEREO-A,2017-09-25T14:00Z,2017-09-28T01:29Z,2017-09-29T12:00Z,,,0.9599,-126.93,-2.16,,,,,,,,,,,576.0,422.7,58.4,10.0,7.0,1.1,-8.0,0.1,3.2,34.52
445,SIR_STEREO_A_JIAN_20171003_01,STEREO-A,2017-09-30T12:00Z,2017-10-03T08:15Z,2017-10-04T18:00Z,,,0.9594,-126.65,-1.47,,,,,,,,,,,714.9,522.5,86.2,11.1,6.2,1.5,-9.5,-0.1,2.9,33.75
446,SIR_STEREO_A_JIAN_20171011_01,STEREO-A,2017-10-10T19:30Z,2017-10-11T06:17Z,2017-10-12T06:35Z,,,0.9587,-126.24,-0.42,,,,,,,,,,,592.0,425.8,71.0,14.9,9.0,2.9,-14.7,0.5,4.2,24.3
447,SIR_STEREO_A_JIAN_20171015_01,STEREO-A,2017-10-15T07:49Z,2017-10-15T22:35Z,2017-10-15T22:47Z,,,0.9583,-126.0,0.21,,,,,,,,,,,652.3,479.3,89.5,18.6,12.4,2.3,-15.2,-1.7,7.1,0.2
448,SIR_STEREO_A_JIAN_20171029_01,STEREO-A,2017-10-28T12:00Z,2017-10-29T03:45Z,2017-10-31T20:00Z,,,0.9573,-125.34,1.97,,,,,,,,,,,734.5,546.7,90.7,13.4,6.5,2.0,-9.0,0.5,3.3,64.25
449,SIR_STEREO_A_JIAN_20171105_01,STEREO-A,2017-11-05T07:00Z,2017-11-05T12:02Z,2017-11-06T16:00Z,,,0.9569,-124.97,2.9,,,,,,,,,,,569.8,459.4,53.8,13.7,7.1,2.4,-10.7,0.4,3.5,27.97
450,SIR_STEREO_A_JIAN_20171112_01,STEREO-A,2017-11-11T20:00Z,2017-11-12T07:54Z,2017-11-15T16:00Z,,,0.9566,-124.63,3.73,,,,,,,,,,,516.3,419.3,40.7,15.3,6.2,2.5,-14.5,0.4,3.8,80.1
451,SIR_STEREO_A_JIAN_20171117_01,STEREO-A,2017-11-17T00:00Z,2017-11-17T19:26Z,2017-11-17T21:53Z,,,0.9564,-124.35,4.34,,,,,,,,,,,584.5,469.0,75.6,12.8,7.9,2.1,-10.4,-0.7,4.3,2.45
452,SIR_STEREO_A_JIAN_20171120_01,STEREO-A,2017-11-19T18:00Z,2017-11-20T20:39Z,2017-11-22T12:00Z,,,0.9564,-124.19,4.67,,,,,,,,,,,520.6,440.8,38.0,10.2,6.3,1.8,-8.2,-0.0,3.0,39.35
453,SIR_STEREO_A_JIAN_20171124_01,STEREO-A,2017-11-23T20:00Z,2017-11-24T12:09Z,2017-11-25T07:00Z,,,0.9563,-124.0,5.04,,,,,,,,,,,763.1,553.5,111.0,13.5,8.2,2.1,-10.2,0.5,4.1,18.85
454,SIR_STEREO_A_JIAN_20171202_01,STEREO-A,2017-12-01T18:00Z,2017-12-02T22:49Z,2017-12-03T18:00Z,,,0.9562,-123.55,5.81,,,,,,,,,,,587.4,477.5,52.6,13.9,6.4,2.6,-8.8,0.8,3.1,19.18
455,SIR_STEREO_A_JIAN_20171208_01,STEREO-A,2017-12-07T16:00Z,2017-12-08T08:59Z,2017-12-09T19:00Z,,,0.9562,-123.26,6.23,,,,,,,,,,,689.1,525.3,80.4,13.5,7.1,2.1,-13.3,1.5,3.2,34.02
456,SIR_STEREO_A_JIAN_20171214_01,STEREO-A,2017-12-14T00:00Z,2017-12-14T19:03Z,2017-12-16T00:00Z,,,0.9563,-122.92,6.65,,,,,,,,,,,632.4,494.6,90.5,16.4,7.4,2.8,-12.8,-0.7,4.0,28.95
457,SIR_STEREO_A_JIAN_20171222_01,STEREO-A,2017-12-20T04:00Z,2017-12-22T13:19Z,2017-12-24T00:00Z,,,0.9566,-122.51,7.03,,,,,,,,,,,767.0,548.4,126.2,12.0,7.2,2.0,-10.4,-0.1,3.4,34.68
458,SIR_STEREO_A_JIAN_20171230_01,STEREO-A,2017-12-29T04:00Z,2017-12-30T21:01Z,2017-12-31T22:00Z,,,0.9569,-122.08,7.27,,,,,,,,,,,703.7,513.9,119.1,13.8,6.7,2.5,-10.7,0.7,3.5,24.98
459,SIR_STEREO_A_JIAN_20180110_01,STEREO-A,2018-01-09T15:00Z,2018-01-10T04:08Z,2018-01-10T22:00Z,,,0.9575,-121.58,7.34,,,,,,,,,,,588.2,488.8,65.9,12.4,6.3,1.7,-8.3,-1.0,3.6,17.87
460,SIR_STEREO_A_JIAN_20180119_01,STEREO-A,2018-01-17T17:39Z,2018-01-19T05:52Z,2018-01-20T18:00Z,,,0.9582,-121.17,7.18,,,,,,,,,,,735.1,503.3,129.7,14.3,6.2,2.1,-12.6,0.7,3.1,36.13
461,SIR_STEREO_A_JIAN_20180124_01,STEREO-A,2018-01-23T13:00Z,2018-01-24T16:50Z,2018-01-25T03:30Z,,,0.9586,-120.94,6.98,,,,,,,,,,,668.0,518.9,68.3,11.6,5.6,1.8,-6.8,0.6,3.0,10.67
462,SIR_STEREO_A_JIAN_20180206_01,STEREO-A,2018-02-05T19:20Z,2018-02-06T11:54Z,2018-02-08T05:00Z,,,0.9598,-120.45,6.26,,,,,,,,,,,718.2,542.3,97.2,11.5,6.4,1.8,-8.4,-0.0,3.2,41.1
463,SIR_STEREO_A_JIAN_20180216_01,STEREO-A,2018-02-14T00:00Z,2018-02-16T16:33Z,2018-02-18T00:00Z,,,0.9608,-120.11,5.44,,,,,,,,,,,599.7,389.1,76.3,11.2,5.3,2.1,-8.9,0.7,2.4,31.45
464,SIR_STEREO_A_JIAN_20180220_01,STEREO-A,2018-02-19T08:00Z,2018-02-20T04:13Z,2018-02-22T20:00Z,,,0.9611,-120.0,5.12,,,,,,,,,,,702.8,485.1,100.1,15.0,5.6,1.8,-12.8,0.2,2.8,63.78
465,SIR_STEREO_A_JIAN_20180226_01,STEREO-A,2018-02-25T22:00Z,2018-02-26T06:19Z,2018-02-26T14:00Z,,,0.9618,-119.81,4.5,,,,,,,,,,,731.3,565.1,106.6,19.2,8.7,3.4,-12.8,-0.3,4.7,7.68
466,SIR_STEREO_A_JIAN_20180305_01,STEREO-A,2018-03-05T08:00Z,2018-03-05T16:39Z,2018-03-06T13:00Z,,,0.9625,-119.59,3.68,,,,,,,,,,,595.2,485.2,67.0,15.1,7.7,2.8,-11.4,0.5,4.4,20.35
467,SIR_STEREO_A_JIAN_20180315_01,STEREO-A,2018-03-14T16:00Z,2018-03-15T12:41Z,2018-03-15T21:53Z,,,0.9635,-119.3,2.49,,,,,,,,,,,594.2,412.8,68.3,15.5,9.6,3.1,-13.5,-1.0,5.0,9.2
468,SIR_STEREO_A_JIAN_20180320_01,STEREO-A,2018-03-19T19:48Z,2018-03-20T11:08Z,2018-03-20T20:24Z,,,0.964,-119.15,1.86,,,,,,,,,,,698.0,505.4,104.4,15.3,9.3,3.0,-12.3,-1.7,4.8,9.27
469,SIR_STEREO_A_JIAN_20180326_01,STEREO-A,2018-03-24T08:10Z,2018-03-26T07:35Z,2018-03-27T16:00Z,,,0.9645,-118.95,1.1,,,,,,,,,,,758.6,547.8,97.7,10.6,5.7,1.5,-8.6,0.4,2.5,32.42
470,SIR_STEREO_A_JIAN_20180402_01,STEREO-A,2018-04-01T04:00Z,2018-04-02T11:47Z,2018-04-03T05:30Z,,,0.9651,-118.69,0.15,,,,,,,,,,,647.8,470.3,79.2,18.2,10.0,2.8,-17.9,-0.0,6.0,17.72
471,SIR_STEREO_A_JIAN_20180411_01,STEREO-A,2018-04-11T08:11Z,2018-04-11T15:43Z,2018-04-12T21:00Z,,,0.9659,-118.31,-1.06,,,,,,,,,,,678.9,485.2,76.0,16.0,9.3,2.5,-10.5,-0.2,4.2,29.28
472,SIR_STEREO_A_JIAN_20180416_01,STEREO-A,2018-04-16T00:00Z,2018-04-16T22:27Z,2018-04-17T13:00Z,,,0.9662,-118.07,-1.75,,,,,,,,,,,586.9,431.3,75.5,13.8,6.5,2.5,-10.2,0.1,3.5,14.55
473,SIR_STEREO_A_JIAN_20180419_01,STEREO-A,2018-04-18T18:00Z,2018-04-19T07:12Z,2018-04-19T20:00Z,,,0.9664,-117.95,-2.05,,,,,,,,,,,527.2,438.7,62.2,12.4,6.7,2.9,-12.0,-2.7,4.3,12.8
474,SIR_STEREO_A_JIAN_20180422_01,STEREO-A,2018-04-22T08:03Z,2018-04-22T19:37Z,2018-04-23T19:10Z,,,0.9666,-117.77,-2.49,,,,,,,,,,,499.4,432.0,47.0,10.1,6.1,1.7,-6.3,-0.2,2.3,23.55
475,SIR_STEREO_A_JIAN_20180427_01,STEREO-A,2018-04-26T22:00Z,2018-04-27T07:51Z,2018-04-27T22:00Z,,,0.9668,-117.52,-3.04,,,,,,,,,,,688.9,480.8,89.1,23.0,13.3,5.6,-18.5,-0.2,7.3,14.15
476,SIR_STEREO_A_JIAN_20180507_01,STEREO-A,2018-05-07T07:50Z,2018-05-07T18:56Z,2018-05-09T00:27Z,,,0.9672,-116.87,-4.24,,,,,,,,,,,598.9,466.2,77.9,17.6,8.5,3.5,-17.0,-1.2,5.7,29.52
477,SIR_STEREO_A_JIAN_20180513_01,STEREO-A,2018-05-12T23:45Z,2018-05-13T11:45Z,2018-05-14T07:00Z,,,0.9673,-116.48,-4.84,,,,,,,,,,,517.7,419.6,46.2,11.2,7.0,1.8,-6.2,0.7,3.9,19.25
478,SIR_STEREO_A_JIAN_20180524_01,STEREO-A,2018-05-23T12:49Z,2018-05-24T05:28Z,2018-05-24T08:32Z,,,0.9674,-115.66,-5.81,,,,,,,,,,,647.0,463.2,70.0,19.0,13.2,3.8,-18.6,-1.2,8.9,3.07
479,SIR_STEREO_A_JIAN_20180604_01,STEREO-A,2018-06-04T10:17Z,2018-06-04T20:50Z,2018-06-05T14:00Z,,,0.9673,-114.67,-6.62,,,,,,,,,,,522.4,432.9,73.5,12.3,6.7,2.7,-12.2,-0.9,5.2,17.17
480,SIR_STEREO_A_JIAN_20180610_01,STEREO-A,2018-06-10T07:00Z,2018-06-10T15:31Z,2018-06-11T08:00Z,,,0.9672,-114.15,-6.92,,,,,,,,,,,435.9,380.4,32.5,11.8,5.9,3.1,-10.7,-0.3,3.8,16.48
481,SIR_STEREO_A_JIAN_20180618_01,STEREO-A,2018-06-17T21:00Z,2018-06-18T23:07Z,2018-06-19T12:00Z,,,0.9668,-113.38,-7.21,,,,,,,,,,,708.3,472.8,114.9,14.8,7.4,2.6,-9.9,0.0,4.2,12.88
482,SIR_STEREO_A_JIAN_20180711_01,STEREO-A,2018-07-10T14:00Z,2018-07-11T04:22Z,2018-07-12T05:33Z,,,0.9654,-111.25,-7.19,,,,,,,,,,,536.3,378.1,53.4,16.7,10.7,2.7,-16.5,-3.4,6.1,25.18
483,SIR_STEREO_A_JIAN_20180715_01,STEREO-A,2018-07-15T09:00Z,2018-07-15T22:46Z,2018-07-16T10:57Z,,,0.965,-110.81,-7.03,,,,,,,,,,,705.1,514.3,117.8,14.0,8.8,2.8,-12.3,-0.8,3.8,12.18
484,SIR_STEREO_A_JIAN_20180720_01,STEREO-A,2018-07-20T08:38Z,2018-07-20T17:19Z,2018-07-21T06:30Z,,,0.9646,-110.37,-6.82,,,,,,,,,,,674.2,557.8,69.4,10.1,5.3,1.4,-7.1,0.3,3.1,13.18
485,SIR_STEREO_A_JIAN_20180728_01,STEREO-A,2018-07-28T09:00Z,2018-07-28T14:50Z,2018-07-29T20:00Z,,,0.9639,-109.66,-6.35,,,,,,,,,,,502.4,381.5,55.0,9.4,5.7,1.7,-8.5,-0.0,3.4,29.17
486,SIR_STEREO_B_JIAN_20070306_01,STEREO-B,2007-03-04T18:50Z,2007-03-06T04:58Z,2007-03-07T20:00Z,,,1.0068,-0.22,-7.28,,,,,,,,,,,651.5,462.4,83.6,10.2,5.3,1.8,-8.7,0.5,3.1,39.03
487,SIR_STEREO_B_JIAN_20070312_01,STEREO-B,2007-03-11T10:27Z,2007-03-12T12:53Z,2007-03-14T06:10Z,,,1.0105,-0.31,-7.29,,,,,,,,,,,726.2,527.2,129.6,16.6,7.3,1.9,-9.0,0.4,4.1,41.28
488,SIR_STEREO_B_JIAN_20070325_01,STEREO-B,2007-03-23T07:53Z,2007-03-25T04:21Z,2007-03-28T12:00Z,,,1.0185,-0.55,-7.03,,,,,,,,,,,645.4,415.1,78.5,15.1,6.8,2.6,-11.7,-0.4,4.8,79.65
489,SIR_STEREO_B_JIAN_20070401_01,STEREO-B,2007-03-31T22:14Z,2007-04-01T05:48Z,2007-04-02T13:35Z,,,1.0232,-0.72,-6.75,,,,,,,,,,,613.9,513.7,71.1,13.7,7.1,1.8,-11.6,0.2,3.6,31.78
490,SIR_STEREO_B_JIAN_20070409_01,STEREO-B,2007-04-09T02:00Z,2007-04-09T03:52Z,2007-04-09T16:34Z,,,1.0286,-0.96,-6.33,,,,,,,,,,,489.3,367.7,55.9,20.1,9.4,4.5,-8.3,1.9,5.4,12.7
